icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
a4570a,UPS2992 ,United States,1727379684,1727379684,-92.3307,41.9773,10980.42,False,241.8,287.2,0.33,[],11513.82,None,False,0
a838e5,JIA5400 ,United States,1727379684,1727379684,-82.5624,36.1731,8061.96,False,238.55,305.61,2.28,[],8465.82,4172,False,0
a86e5d,N642TL  ,United States,1727379684,1727379684,-88.1457,44.3806,982.98,False,74.6,179.21,4.55,[],1013.46,None,False,0
a264a4,SWA3873 ,United States,1727379683,1727379684,-113.4494,33.5729,9144.0,False,226.33,282.2,0.33,[],9669.78,None,False,0
3c817d,DHL17   ,Germany,1727379683,1727379683,12.2283,51.4167,,True,6.43,104.06,,[],,None,False,0
8991e5,SJX031  ,Taiwan,1727379583,1727379583,131.6198,32.3225,12192.0,False,226.78,234.98,0.0,[],12908.28,3756,False,0
a682e3,JIA5637 ,United States,1727379684,1727379684,-83.7341,41.4819,7612.38,False,226.49,124.92,0.0,[],7970.52,None,False,0
c05ce2,WEN3214 ,Canada,1727379682,1727379682,-95.7911,49.7862,5669.28,False,141.27,106.72,4.23,[],5913.12,None,False,0
c828cc,ZKTJT   ,New Zealand,1727379685,1727379685,172.1423,-43.9242,640.08,False,45.67,67.48,-1.95,[],624.84,None,False,0
a682e4,N519AF  ,United States,1727379673,1727379683,-111.9135,33.6236,,True,0.0,25.31,,[],,None,False,0
add59b,N9904V  ,United States,1727379683,1727379683,-121.9606,38.4054,487.68,False,50.15,169.96,-6.5,[],487.68,None,False,0
a0c40e,N1489U  ,United States,1727379683,1727379684,-92.9072,44.9946,731.52,False,47.55,148.72,1.95,[],716.28,1200,False,0
a74e7a,ASA415  ,United States,1727379684,1727379684,-98.3048,33.2032,6751.32,False,215.63,293.63,8.45,[],7109.46,None,False,0
ac1701,SWA149  ,United States,1727379684,1727379685,-96.3199,28.9927,6248.4,False,186.34,31.45,-10.73,[],6591.3,None,False,0
c050a0,WEN3585 ,Canada,1727379685,1727379685,-116.4611,52.1087,7315.2,False,148.19,234.32,0.0,[],7368.54,None,False,0
300780,DLA5PR  ,Italy,1727379684,1727379684,8.6886,47.2993,8229.6,False,276.11,65.92,-0.65,[],8442.96,1000,False,0
a7421b,N567ND  ,United States,1727379684,1727379684,-80.2011,40.8528,1120.14,False,57.7,68.01,-3.25,[],1127.76,None,False,0
a86212,N6394C  ,United States,1727379474,1727379474,-94.3265,39.2266,822.96,False,42.48,11.17,0.0,[],815.34,None,False,0
3c818f,FM3     ,Germany,1727379391,1727379391,12.2491,51.4106,,True,10.29,84.38,,[],,None,False,0
a63595,N5DM    ,United States,1727379684,1727379684,-99.6252,43.3656,4876.8,False,121.12,263.66,-0.65,[],5143.5,None,False,0
a12ab8,CXK415  ,United States,1727379684,1727379684,-112.1399,41.1733,1821.18,False,43.63,217.82,1.95,[],1889.76,None,False,0
ad727a,ASA402  ,United States,1727379683,1727379684,-94.5064,43.2945,10058.4,False,245.25,116.67,0.0,[],10591.8,1515,False,0
ad727d,AAL3064 ,United States,1727379678,1727379684,-73.8723,40.7762,,True,0.06,185.62,,[],,None,False,0
ab3da7,SCX1769 ,United States,1727379684,1727379684,-91.7509,45.3773,8580.12,False,226.71,79.28,7.15,[],9014.46,2446,False,0
a011ac,AAL3065 ,United States,1727379684,1727379685,-80.9808,35.3801,1120.14,False,86.1,176.23,-3.58,[],1127.76,5606,False,0
0aca7e,EFY9020 ,Colombia,1727379684,1727379684,-73.8653,4.8493,4450.08,False,116.27,89.24,1.3,[],4724.4,None,False,0
a61b75,N493CF  ,United States,1727379681,1727379681,-83.2238,37.2554,8001.0,False,205.04,162.93,-11.38,[],8412.48,0744,False,0
3c8190,FM4     ,Germany,1727379530,1727379644,12.2083,51.4215,,True,13.38,264.38,,[],,None,False,0
aa6ba6,SWA979  ,United States,1727379680,1727379680,-111.997,33.4335,,True,0.0,22.5,,[],,None,False,0
a6d2b5,TWY52   ,United States,1727379684,1727379684,-87.0704,36.7624,5478.78,False,184.58,163.48,-9.1,[],5593.08,3674,False,0
ad9811,AAL1580 ,United States,1727379684,1727379684,-105.1884,37.321,9753.6,False,225.72,273.4,0.33,[],10347.96,2041,False,0
a32460,N301PT  ,United States,1727379683,1727379683,-150.2249,61.1679,647.7,False,61.23,89.04,-0.65,[],548.64,2253,False,0
4ca242,RYR944V ,Ireland,1727379684,1727379684,19.9121,45.5572,10972.8,False,209.93,330.17,0.0,[],11529.06,2646,False,0
a9d27c,N732AC  ,United States,1727379684,1727379684,-104.3877,34.1228,13106.4,False,174.95,283.26,0.0,[],13807.44,None,False,0
a3244e,N301P   ,United States,1727379684,1727379684,-87.9321,38.5346,1371.6,False,87.81,51.18,-0.65,[],1371.6,None,False,0
503e82,ASL58T  ,Lithuania,1727379684,1727379685,14.8077,42.9303,10675.62,False,259.19,66.49,-0.33,[],11315.7,0212,False,0
406cd2,EZY68HN ,United Kingdom,1727379684,1727379685,8.9407,46.9474,10988.04,False,200.19,301.44,-0.33,[],11361.42,7521,False,0
4cae83,TOM4KV  ,Ireland,1727379683,1727379684,18.2408,43.8127,10668.0,False,257.02,141.5,0.0,[],11269.98,7307,False,0
4cae84,TOM2XC  ,Ireland,1727379684,1727379685,15.7443,43.9329,12496.8,False,251.32,128.18,0.0,[],13106.4,0250,False,0
abd096,KOW860  ,United States,1727379684,1727379684,-74.215,40.1365,5349.24,False,182.19,220.07,9.43,[],5623.56,1651,False,0
a384f2,DAL365  ,United States,1727379684,1727379684,-88.8148,43.4139,10447.02,False,217.47,96.52,-3.9,[],10942.32,2751,False,0
a56433,N44669  ,United States,1727379684,1727379684,-102.0459,43.4631,2621.28,False,52.58,306.65,-3.25,[],2705.1,None,False,0
4d22ca,RYR5AU  ,Malta,1727379683,1727379683,16.5804,48.1046,,True,9.77,343.12,,[],,2016,False,0
46ba85,SEH3TS  ,Greece,1727379684,1727379684,23.2771,36.5117,3238.5,False,102.63,25.54,5.53,[],3429.0,None,False,0
407fea,WUK91KL ,United Kingdom,1727379685,1727379685,9.7673,46.6126,10058.4,False,262.6,125.03,0.0,[],10447.02,0532,False,0
a767bc,N5765B  ,United States,1727379521,1727379534,-117.0097,43.7742,2461.26,False,77.19,56.42,-18.86,[],2522.22,None,False,0
a37df6,JBU1955 ,United States,1727379684,1727379685,-73.363,39.9057,9144.0,False,220.52,223.49,0.0,[],9631.68,7331,False,0
39b321,FHMZB   ,France,1727379679,1727379684,0.5534,47.2672,1028.7,False,43.8,183.37,0.0,[],998.22,None,False,0
a1d129,N216PZ  ,United States,1727379373,1727379374,-96.8326,32.9596,228.6,False,29.45,340.62,-1.63,[],190.5,None,False,0
a2addf,UCA4230 ,United States,1727379684,1727379684,-77.4572,39.1241,944.88,False,92.61,180.95,-4.88,[],975.36,2675,False,0
4cae8d,RYR7NV  ,Ireland,1727379684,1727379684,-4.8392,34.2709,11582.4,False,238.51,39.84,0.0,[],12275.82,None,False,0
a0aa6b,N142DB  ,United States,1727379684,1727379684,-77.8638,38.697,1623.06,False,72.89,275.67,4.55,[],1676.4,7002,False,0
a2a1a5,ENY3540 ,United States,1727379684,1727379684,-79.4782,26.2072,6050.28,False,205.67,54.88,9.43,[],6408.42,6607,False,0
780583,CES5076 ,China,1727379684,1727379685,106.8928,22.3554,7719.06,False,236.45,76.54,7.8,[],8206.74,None,False,0
a1f77c,MXY247  ,United States,1727379684,1727379684,-81.3425,28.3639,1211.58,False,95.02,206.7,8.45,[],1150.62,None,False,0
0d07c3,XAMAX   ,Mexico,1727379684,1727379684,-98.2866,20.2346,8557.26,False,209.37,205.94,-12.68,[],9052.56,None,False,0
406cab,EXS3LF  ,United Kingdom,1727379684,1727379684,26.1936,37.6351,11132.82,False,235.21,148.78,-5.53,[],11727.18,1421,False,0
4cae93,RYR27RW ,Ireland,1727379684,1727379684,-3.8324,51.5322,10972.8,False,243.86,20.5,-0.33,[],10805.16,2253,False,0
4cae94,RYR4EW  ,Ireland,1727379684,1727379684,15.6796,52.9614,8199.12,False,238.5,80.31,-7.8,[],8305.8,0521,False,0
4073a1,EZY85PR ,United Kingdom,1727377369,1727379681,32.9729,34.694,10980.42,False,175.64,272.85,8.78,[],5516.88,7237,False,0
407fda,WUK7LZ  ,United Kingdom,1727379408,1727379684,34.2291,33.0298,6720.84,False,30.32,284.74,9.75,[],3764.28,5621,False,0
4cae95,RYR13DL ,Ireland,1727379684,1727379685,0.5579,42.7037,11277.6,False,197.59,192.48,0.0,[],11742.42,0543,False,0
503e6b,SXS6JU  ,Lithuania,1727379684,1727379685,24.6973,41.4275,10668.0,False,249.54,135.0,0.0,[],11285.22,3016,False,0
503e6c,SXS7XM  ,Lithuania,1727379683,1727379684,22.706,41.5245,10370.82,False,225.29,336.3,0.0,[],10988.04,3221,False,0
4cae91,RYR8BE  ,Ireland,1727379684,1727379684,12.5381,41.741,1455.42,False,118.94,285.3,17.88,[],1539.24,None,False,0
4ca247,BCS7837 ,Ireland,1727379684,1727379685,15.1508,44.1772,10363.2,False,215.27,310.54,0.0,[],10896.6,5506,False,0
a31d5e,N30EA   ,United States,1727379445,1727379445,-88.8647,41.3957,1158.24,False,83.02,97.48,-17.23,[],1188.72,None,False,0
4ca245,RYR88AB ,Ireland,1727379659,1727379679,24.1148,37.9771,2125.98,False,152.67,146.68,13.66,[],2049.78,None,False,0
ac28be,SWA3349 ,United States,1727379504,1727379504,-117.1812,32.7305,,True,8.23,106.88,,[],,1314,False,0
4073a0,EZY48PM ,United Kingdom,1727379683,1727379684,17.3575,41.4806,10972.8,False,225.54,314.82,0.33,[],11612.88,5531,False,0
49d232,EWG46T  ,Czech Republic,1727379684,1727379684,2.7616,45.3085,11277.6,False,187.34,178.27,0.0,[],11597.64,4133,False,0
ab5867,AAL90   ,United States,1727379684,1727379684,-10.3748,51.7303,11277.6,False,265.25,87.22,-0.33,[],11117.58,7655,False,0
4cae5a,RYR7PP  ,Ireland,1727379685,1727379685,-3.0827,47.0767,11277.6,False,212.62,193.43,0.0,[],11300.46,0502,False,0
71bc15,AAR248  ,Republic of Korea,1727379682,1727379682,126.1457,37.4032,2255.52,False,155.81,175.64,9.1,[],2194.56,None,False,0
a2c7f2,N279AG  ,United States,1727379494,1727379588,-97.199,33.1476,480.06,False,48.87,0.0,-1.3,[],449.58,None,False,0
4d22ab,KMM353  ,Malta,1727379684,1727379685,9.4863,48.291,11285.22,False,223.2,147.52,0.0,[],11597.64,2534,False,0
a9cb83,SKW4830 ,United States,1727379684,1727379684,-90.8531,33.3199,10668.0,False,243.41,84.54,0.0,[],11170.92,0522,False,0
4d22ad,RYR4169 ,Malta,1727379685,1727379685,12.376,46.1089,10363.2,False,217.43,320.47,0.0,[],10835.64,6042,False,0
ac28e5,SWA1414 ,United States,1727379683,1727379684,-117.5681,34.5635,10668.0,False,255.16,111.65,0.0,[],11247.12,3745,False,0
4cae68,RYR34CC ,Ireland,1727379684,1727379684,-0.0303,38.5963,11582.4,False,244.43,1.33,0.33,[],12230.1,None,False,0
4d22c1,RYR38PY ,Malta,1727379684,1727379684,10.4519,49.4465,10972.8,False,173.82,277.48,0.33,[],11216.64,1000,False,0
4cae69,RYR4UD  ,Ireland,1727379549,1727379549,-5.8514,37.4181,114.3,False,73.57,270.0,-3.25,[],266.7,None,False,0
4d22c2,RYR8LM  ,Malta,1727379684,1727379685,16.4933,48.3196,1257.3,False,84.02,164.01,-0.98,[],1242.06,1000,False,0
4cae63,RYR56BP ,Ireland,1727379683,1727379684,-0.4405,53.247,8519.16,False,211.44,106.54,7.48,[],8336.28,2203,False,0
407fcb,BAW33A  ,United Kingdom,1727379684,1727379684,14.0206,44.5801,10355.58,False,220.52,313.49,-0.33,[],10911.84,5503,False,0
ac7844,N902TA  ,United States,1727379684,1727379685,-87.649,44.0988,487.68,False,52.1,350.91,-0.98,[],487.68,None,False,0
4d22b6,RYR89NK ,Malta,1727379499,1727379505,2.7824,39.5652,137.16,False,70.24,238.17,-2.93,[],182.88,None,False,0
407fcc,BAW6RB  ,United Kingdom,1727379684,1727379684,-68.2889,42.8329,12192.0,False,212.11,231.8,-0.65,[],12679.68,0774,False,0
4d22b7,RYR93DV ,Malta,1727379684,1727379684,9.9098,48.7165,6096.0,False,155.39,285.55,0.33,[],6217.92,4146,False,0
4cae60,RYR4AC  ,Ireland,1727379684,1727379684,6.2017,46.2176,10668.0,False,189.44,192.87,0.0,[],10988.04,6730,False,0
4cae61,RYR81AQ ,Ireland,1727379683,1727379684,-4.3156,46.7927,11582.4,False,245.11,349.85,0.0,[],11620.5,7441,False,0
407fca,BAW407B ,United Kingdom,1727379684,1727379685,-0.2043,51.4654,1089.66,False,68.42,269.57,-3.9,[],937.26,5372,False,0
4d22b2,RYR6SG  ,Malta,1727379684,1727379684,1.3026,43.677,10972.8,False,291.97,51.8,0.0,[],11353.8,1000,False,0
4d22b3,RYR83YK ,Malta,1727379684,1727379684,13.2247,43.9099,11582.4,False,265.3,46.65,0.0,[],12169.14,1000,False,0
4d22b4,RYR2EJ  ,Malta,1727379684,1727379684,12.8513,48.5269,11285.22,False,213.75,159.43,0.0,[],11658.6,7614,False,0
ae68b4,        ,United States,1727379684,1727379684,-89.7291,28.9935,6995.16,False,162.58,346.27,-2.6,[],7299.96,None,False,0
ae68b3,        ,United States,1727379684,1727379684,-85.1487,35.225,7924.8,False,158.21,266.64,0.0,[],8252.46,None,False,0
a55d5e,CXK136  ,United States,1727379452,1727379452,-117.7557,34.082,426.72,False,44.24,90.0,-1.63,[],502.92,None,False,0
503e9c,ASL35U  ,Lithuania,1727379684,1727379685,31.6238,29.8169,10058.4,False,232.12,143.56,0.0,[],10744.2,3326,False,0
4cae4a,RYR141M ,Ireland,1727379683,1727379684,7.8413,52.1676,784.86,False,75.17,250.82,-3.9,[],662.94,5343,False,0
ab4541,N825US  ,United States,1727379555,1727379566,-115.463,36.4613,2057.4,False,58.21,334.34,0.0,[],2125.98,1200,False,0
4cae4b,RYR85QR ,Ireland,1727379684,1727379685,-3.8057,47.162,10363.2,False,243.86,0.6,0.0,[],10317.48,7443,False,0
4cae4c,RYR1879 ,Ireland,1727379684,1727379684,11.0253,47.5722,4953.0,False,172.55,323.61,-8.13,[],5082.54,6045,False,0
406ca3,TOM554F ,United Kingdom,1727379684,1727379685,7.3327,49.8631,11887.2,False,251.69,118.97,0.0,[],12009.12,4744,False,0
4cae6b,RYR70XX ,Ireland,1727379684,1727379685,8.9285,44.2557,10972.8,False,218.7,324.48,0.0,[],11475.72,0215,False,0
a44416,EJA374  ,United States,1727379684,1727379684,-81.1808,35.1303,2788.92,False,170.39,323.72,13.66,[],2865.12,2541,False,0
a5b42f,LXJ467  ,United States,1727379684,1727379684,-61.0714,45.4785,13114.02,False,223.83,247.86,0.33,[],13510.26,None,False,0
a1d105,ENY4165 ,United States,1727379684,1727379684,-94.4459,36.3723,2103.12,False,143.52,260.3,13.98,[],2156.46,None,False,0
a7b7b3,N597D   ,United States,1727379679,1727379684,-111.9146,33.2454,914.4,False,52.02,87.17,-3.58,[],876.3,None,False,0
34258f,VLG5EV  ,Spain,1727379684,1727379684,2.2032,47.9766,7406.64,False,188.47,182.5,9.1,[],7421.88,7643,False,0
a1ca21,UAL1736 ,United States,1727379684,1727379684,-119.6852,38.2103,10972.8,False,255.23,257.31,0.0,[],11536.68,None,False,0
c0293e,ACA324  ,Canada,1727379683,1727379683,-101.3807,51.1202,11887.2,False,268.56,90.77,-0.33,[],12245.34,None,False,0
4cae75,SAS125  ,Ireland,1727379681,1727379685,17.9347,59.6571,,True,0.0,45.0,,[],,None,False,0
ab586f,AAL1187 ,United States,1727379683,1727379684,-84.5401,40.6493,7932.42,False,215.45,303.8,-0.65,[],8282.94,2106,False,0
a12ade,N1743V  ,United States,1727379684,1727379684,-93.1829,45.0603,883.92,False,44.53,139.69,0.65,[],891.54,None,False,0
4d22c8,RYR86MA ,Malta,1727379684,1727379684,14.373,42.4303,10050.78,False,224.88,201.75,-1.3,[],10652.76,1000,False,0
44093e,EJU13GB ,Austria,1727379685,1727379685,-4.2665,36.5082,975.36,False,84.89,311.81,-1.3,[],1097.28,5407,False,0
a32437,DAL2910 ,United States,1727379684,1727379684,-75.6861,42.5364,9364.98,False,274.44,101.9,-5.2,[],9799.32,3004,False,0
a30a0e,SWA1952 ,United States,1727379683,1727379684,-89.8532,30.762,11826.24,False,214.19,261.71,4.88,[],12435.84,None,False,0
a6e72d,JIA5578 ,United States,1727379684,1727379684,-82.7908,37.3225,9448.8,False,257.08,70.48,0.33,[],9936.48,None,False,0
a9cb7a,N730EL  ,United States,1727379684,1727379684,-115.837,33.9395,7917.18,False,144.02,274.71,-2.6,[],8359.14,None,False,0
4d22c6,RYR8HR  ,Malta,1727379684,1727379684,13.9539,52.1899,2849.88,False,145.83,20.22,-5.2,[],2819.4,5327,False,0
4ca225,RYR3FV  ,Ireland,1727379685,1727379685,-3.6879,46.7422,11582.4,False,243.88,359.03,0.33,[],11628.12,7442,False,0
ad7e19,N969FG  ,United States,1727379684,1727379685,-74.7584,39.9814,914.4,False,49.87,158.2,0.33,[],937.26,None,False,0
adc0fb,N98561  ,United States,1727379684,1727379684,-84.5673,39.6096,1432.56,False,60.56,276.34,1.63,[],1432.56,None,False,0
a67d56,VOI3193 ,United States,1727379684,1727379684,-112.3605,29.4374,10972.8,False,238.71,319.72,0.0,[],11666.22,0772,False,0
a57796,UAL513  ,United States,1727379684,1727379684,-103.4731,39.9113,6583.68,False,231.9,84.91,7.48,[],6972.3,None,False,0
a54a3f,KPO44   ,United States,1727379684,1727379684,-78.0285,32.7608,13106.4,False,213.12,196.12,0.33,[],13845.54,1514,False,0
a37dd6,N324GV  ,United States,1727379684,1727379685,-113.2253,34.7823,10180.32,False,174.92,269.49,5.85,[],10782.3,None,False,0
a29a37,ENY3903 ,United States,1727379677,1727379677,-82.8892,36.2385,3360.42,False,189.07,58.69,-0.33,[],3497.58,7203,False,0
4ca226,RYR42LQ ,Ireland,1727379684,1727379684,-2.9839,49.2672,10668.0,False,225.55,156.48,0.65,[],10538.46,2047,False,0
4ca281,EIN5ME  ,Ireland,1727379684,1727379685,-0.0197,45.5334,11285.22,False,221.07,147.64,0.0,[],11498.58,2022,False,0
4ca280,EIN27T  ,Ireland,1727379528,1727379528,-1.8779,52.4554,2301.24,False,136.13,149.07,-9.43,[],2164.08,7740,False,0
ab5884,N830BS  ,United States,1727379588,1727379588,-83.4606,42.6653,381.0,False,36.03,88.36,-2.28,[],388.62,None,False,0
aad5ca,AAL37   ,United States,1727379685,1727379685,-93.1284,38.7856,11582.4,False,278.96,219.24,0.0,[],12108.18,None,False,0
342592,VLG9YM  ,Spain,1727379684,1727379684,-4.1534,40.7267,10058.4,False,204.26,190.01,-0.33,[],10523.22,None,False,0
342591,VLG5RK  ,Spain,1727379658,1727379679,-1.8367,42.9885,4853.94,False,175.55,287.74,-15.28,[],5021.58,5733,False,0
ae4eb1,PIONR55 ,United States,1727379684,1727379684,-79.8226,39.1073,10668.0,False,202.51,154.74,0.33,[],11262.36,1371,False,0
a0e9a1,N158TS  ,United States,1727379633,1727379633,-84.1848,40.466,807.72,False,48.66,56.65,-10.08,[],845.82,None,False,0
a1d16c,N216SR  ,United States,1727379684,1727379684,-98.3692,29.906,1584.96,False,51.37,150.61,0.33,[],1577.34,None,False,0
a7a59f,,United States,1727379683,1727379683,-64.4814,19.2305,9928.86,False,241.59,330.82,2.93,[],10568.94,None,False,0
ade81b,N9954A  ,United States,1727379684,1727379684,-96.6778,33.0003,579.12,False,45.32,87.4,-0.33,[],556.26,None,False,0
ab8bd8,N843JT  ,United States,1727379685,1727379685,-82.2015,40.8525,4846.32,False,179.36,225.81,0.0,[],5044.44,None,False,0
e497bb,PROTQ   ,Brazil,1727379679,1727379679,-43.4363,-22.7255,1287.78,False,71.0,66.96,-6.18,[],1341.12,None,False,0
a2a1f1,N269RP  ,United States,1727379684,1727379684,-96.8487,32.9789,480.06,False,29.11,313.57,-0.33,[],449.58,None,False,0
4ca294,EIN498  ,Ireland,1727379684,1727379684,-8.9995,46.5574,10972.8,False,228.41,180.0,-0.33,[],10957.56,2000,False,0
478a3d,,Norway,-1,1727379428,,,,False,7.72,329.06,,[],,None,False,0
3472cc,IBE31RW ,Spain,1727379683,1727379684,2.9968,44.704,11285.22,False,175.65,233.94,0.33,[],11681.46,5712,False,0
a31d9c,N30GN   ,United States,1727379684,1727379685,-97.7599,30.5045,4709.16,False,168.22,340.9,10.08,[],4914.9,None,False,0
aad5da,N798BD  ,United States,1727379684,1727379684,-84.3331,39.5981,13716.0,False,278.45,35.07,0.0,[],14310.36,5336,False,0
342581,VLG1GM  ,Spain,1727379684,1727379684,2.3983,41.2922,1623.06,False,119.91,337.29,-4.88,[],1737.36,1746,False,0
ad2ecf,N949CF  ,United States,1727379684,1727379684,-102.3551,33.7002,8229.6,False,146.84,145.42,0.0,[],8755.38,None,False,0
4ca295,EIN574  ,Ireland,1727379684,1727379684,-1.1982,46.9401,10660.38,False,229.62,153.95,0.33,[],10683.24,0505,False,0
a00c04,N1019F  ,United States,1727379683,1727379683,-118.7457,34.2957,1379.22,False,31.62,338.03,-0.98,[],1386.84,None,False,0
c05d9d,WJA113  ,Canada,1727379423,1727379434,-123.1868,49.2014,,True,12.35,278.44,,[],,None,False,0
a01f37,FDX5024 ,United States,1727379684,1727379684,6.9641,50.7888,2910.84,False,137.05,318.65,-8.13,[],2842.26,0661,False,0
a3e7bf,N3504P  ,United States,1727379684,1727379684,-88.282,41.7459,731.52,False,60.71,196.75,1.3,[],723.9,None,False,0
e497e5,GLO7684 ,Brazil,1727379684,1727379684,-57.7706,-33.8562,6865.62,False,180.03,228.48,-9.43,[],7033.26,3774,False,0
a9e57c,N737EM  ,United States,1727379684,1727379684,-106.6391,34.977,2232.66,False,51.1,175.38,1.63,[],2316.48,None,False,0
ab92c4,DAL1171 ,United States,1727379684,1727379685,-70.9357,42.5807,891.54,False,98.31,155.58,-2.93,[],922.02,2104,False,0
4ca27b,RYR64CD ,Ireland,1727379684,1727379684,-1.0285,50.1809,10363.2,False,238.61,5.07,0.33,[],10210.8,2344,False,0
acb512,N918H   ,United States,1727379683,1727379683,-74.5917,41.0477,3749.04,False,182.98,318.65,18.86,[],3916.68,1001,False,0
4ca27a,RYR188A ,Ireland,1727379684,1727379684,9.4369,51.8589,10972.8,False,195.51,274.23,0.33,[],11033.76,3101,False,0
aad5f2,ENY3531 ,United States,1727379684,1727379684,-84.2153,42.1515,6400.8,False,205.46,81.5,0.0,[],6713.22,None,False,0
a29a94,N267SF  ,United States,1727379378,1727379378,-97.6495,35.5356,388.62,False,24.83,84.05,0.0,[],388.62,None,False,0
4ca27c,RYR496F ,Ireland,1727379684,1727379684,-0.2652,51.9521,1927.86,False,144.05,62.34,-5.53,[],1767.84,1424,False,0
ac02b4,AAL514  ,United States,1727379683,1727379684,-80.8456,42.5105,7924.8,False,220.85,272.14,0.33,[],8305.8,7370,False,0
a9e582,N737ET  ,United States,1727378572,1727379679,-97.502,33.2146,731.52,False,41.08,22.07,2.6,[],716.28,None,False,0
a099a7,RPA4734 ,United States,1727379372,1727379377,-80.4246,40.591,1196.34,False,110.75,272.93,1.63,[],1219.2,2765,False,0
4073ce,VIR354  ,United Kingdom,1727379684,1727379684,6.0561,50.3503,11277.6,False,279.9,102.09,0.33,[],11323.32,1144,False,0
49d283,TVS2243 ,Czech Republic,1727379683,1727379683,20.6904,43.7493,10972.8,False,223.64,337.98,0.0,[],11567.16,6631,False,0
3c4668,ATV262H ,Germany,1727379684,1727379684,4.0088,48.3937,7010.4,False,199.71,12.5,0.33,[],7048.5,3372,False,0
4ca263,RYR2427 ,Ireland,1727379684,1727379684,11.5623,45.0416,10279.38,False,195.65,255.38,9.43,[],10744.2,0222,False,0
a48aca,LXJ392  ,United States,1727379681,1727379681,-118.4528,34.0162,,True,0.0,306.56,,[],,None,False,0
a92bec,NKS3151 ,United States,1727379684,1727379684,-76.0438,39.7496,4343.4,False,183.29,255.53,15.61,[],4549.14,1106,False,0
abeeea,SWA3172 ,United States,1727379684,1727379684,-113.7477,39.2318,10668.0,False,247.65,79.95,-0.33,[],11201.4,None,False,0
ab92d6,VAR845  ,United States,1727379613,1727379613,-112.3735,33.4248,,True,9.77,191.25,,[],,None,False,0
4ca24d,RYR75FD ,Ireland,1727379575,1727379609,8.9999,44.3782,708.66,False,198.8,242.57,0.0,[],723.9,7324,False,0
a491af,EJM119  ,United States,1727379684,1727379684,-73.5696,40.7303,2727.96,False,159.96,38.6,16.91,[],2834.64,1751,False,0
a9f87d,RPA3414 ,United States,1727379683,1727379683,-77.4471,38.9511,,True,4.63,92.81,,[],,0672,False,0
3472c9,,Spain,-1,1727379624,,,,False,236.53,25.78,0.0,[],,None,False,0
3472c4,VOE79BV ,Spain,1727379684,1727379684,20.9331,40.4665,11285.22,False,234.03,136.87,0.65,[],11940.54,0464,False,0
a9cb2b,N730BG  ,United States,1727379684,1727379684,-114.4488,35.314,4099.56,False,86.59,110.16,0.0,[],4297.68,6117,False,0
ab3e98,ASH6159 ,United States,1727379491,1727379502,-95.4717,30.0067,640.08,False,93.14,88.73,-2.93,[],609.6,None,False,0
acb544,N918K   ,United States,1727379684,1727379684,-73.2975,41.3241,1798.32,False,66.08,258.78,-0.65,[],1859.28,7032,False,0
479d40,NOZ77B  ,Norway,1727379684,1727379684,4.1181,52.7134,11887.2,False,258.14,10.1,0.0,[],11826.24,0663,False,0
a0b169,ATN3400 ,United States,1727379683,1727379685,-92.1624,39.7876,11277.6,False,229.79,99.15,0.0,[],11734.8,5470,False,0
4ca258,RYR1983 ,Ireland,1727379685,1727379685,-6.4381,53.4456,792.48,False,84.72,95.23,-3.9,[],693.42,2315,False,0
a57742,EJA451  ,United States,1727379684,1727379684,-75.7193,39.0497,10248.9,False,257.35,40.22,-4.88,[],10805.16,0506,False,0
abe2a3,AAL1987 ,United States,1727379683,1727379684,-106.9357,37.2578,10972.8,False,220.97,241.65,0.0,[],11620.5,7226,False,0
a42a44,N368CP  ,United States,1727379684,1727379684,-97.2114,35.463,1813.56,False,78.96,223.68,0.0,[],1821.18,None,False,0
4cae8e,SAS1507 ,Ireland,1727379684,1727379684,-0.118,51.4655,1409.7,False,73.05,270.0,-3.9,[],1257.3,0733,False,0
49d287,EWG269  ,Czech Republic,1727379684,1727379684,6.7959,50.6339,3619.5,False,171.33,44.88,-5.53,[],3566.16,2362,False,0
abf5d9,FTN8    ,United States,1727379684,1727379684,-84.7082,35.9304,9144.0,False,235.14,292.92,0.65,[],9570.72,1167,False,0
4ca259,RYR3PP  ,Ireland,1727379684,1727379684,-6.0663,53.0831,4823.46,False,196.18,184.81,13.98,[],4678.68,5263,False,0
ad6b0c,ASA305  ,United States,1727379684,1727379684,-79.4623,27.3923,10972.8,False,238.64,140.51,0.0,[],11689.08,6624,False,0
adce1b,FTH989  ,United States,1727379683,1727379683,-95.5625,29.7582,3665.22,False,130.16,287.72,10.4,[],3771.9,None,False,0
4d22ff,RYR9654 ,Malta,1727379380,1727379380,-9.1539,38.7477,190.5,False,78.16,22.85,-3.58,[],297.18,2616,False,0
300702,IBKUP   ,Italy,1727379676,1727379676,9.7408,45.411,525.78,False,58.03,104.9,0.65,[],495.3,None,False,0
ad6b0f,AAL1877 ,United States,1727379684,1727379684,-73.199,40.0682,9753.6,False,218.91,222.05,0.0,[],10279.38,1430,False,0
ad6b0e,AMX090  ,United States,1727379683,1727379684,134.4468,36.259,12184.38,False,191.75,263.07,-0.33,[],12809.22,7055,False,0
